sn,np,coating,bacteria,mdr,strain,np_synthesis,method,mic_np_µg_ml,concentration,zoi_np_mm,np_size_min_nm,np_size_max_nm,np_size_avg_nm,shape,time_set_hours,zeta_potential_mV,solvent_for_extract,temperature_for_extract_C,duration_preparing_extract_min,precursor_of_np,concentration_of_precursor_mM,hydrodynamic_diameter_nm,ph_during_synthesis,reference,doi,article_list,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
3251,Ag,0,Escherichia coli,0,ATCC 11229,Green synthesis using Pimpinella anisum,ZOI,,512,28,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3252,Ag,0,Escherichia coli,0,ATCC 11230,Green synthesis using Pimpinella anisum,ZOI,,512,25,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3253,Ag,0,Escherichia coli,0,ATCC 11231,Green synthesis using Pimpinella anisum,ZOI,,512,26,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3254,Ag,0,Escherichia coli,0,ATCC 11232,Green synthesis using Pimpinella anisum,ZOI,,512,20,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3255,Ag,0,Escherichia coli,0,ATCC 11233,Green synthesis using Pimpinella anisum,ZOI,,512,25,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3256,Ag,0,Escherichia coli,0,ATCC 11234,Green synthesis using Pimpinella anisum,ZOI,,512,28,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3257,Ag,0,Escherichia coli,0,ATCC 11235,Green synthesis using Pimpinella anisum,ZOI,,512,25,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3258,Ag,0,Escherichia coli,0,ATCC 11236,Green synthesis using Pimpinella anisum,ZOI,,512,21,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3259,Ag,0,Escherichia coli,0,ATCC 11237,Green synthesis using Pimpinella anisum,ZOI,,512,17,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3260,Ag,0,Escherichia coli,0,ATCC 11238,Green synthesis using Pimpinella anisum,ZOI,,512,19,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3261,Ag,0,Escherichia coli,0,ATCC 11239,Green synthesis using Pimpinella anisum,ZOI,,512,18,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3262,Ag,0,Escherichia coli,0,ATCC 25922,Green synthesis using Pimpinella anisum,ZOI,,512,30,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3263,Ag,0,Escherichia coli,0,ATCC 11229,Green synthesis using Pimpinella anisum,ZOI,,1024,30,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3264,Ag,0,Escherichia coli,0,ATCC 11230,Green synthesis using Pimpinella anisum,ZOI,,1024,37,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3265,Ag,0,Escherichia coli,0,ATCC 11231,Green synthesis using Pimpinella anisum,ZOI,,1024,28,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3266,Ag,0,Escherichia coli,0,ATCC 11232,Green synthesis using Pimpinella anisum,ZOI,,1024,23,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3267,Ag,0,Escherichia coli,0,ATCC 11233,Green synthesis using Pimpinella anisum,ZOI,,1024,30,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3268,Ag,0,Escherichia coli,0,ATCC 11234,Green synthesis using Pimpinella anisum,ZOI,,1024,40,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3269,Ag,0,Escherichia coli,0,ATCC 11235,Green synthesis using Pimpinella anisum,ZOI,,1024,27,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3270,Ag,0,Escherichia coli,0,ATCC 11236,Green synthesis using Pimpinella anisum,ZOI,,1024,30,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3271,Ag,0,Escherichia coli,0,ATCC 11237,Green synthesis using Pimpinella anisum,ZOI,,1024,35,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3272,Ag,0,Escherichia coli,0,ATCC 11238,Green synthesis using Pimpinella anisum,ZOI,,1024,32,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3273,Ag,0,Escherichia coli,0,ATCC 11239,Green synthesis using Pimpinella anisum,ZOI,,1024,20,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3274,Ag,0,Escherichia coli,0,ATCC 25922,Green synthesis using Pimpinella anisum,ZOI,,1024,40,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3275,Ag,0,Escherichia coli,0,,Biosynthesis using Flos Sophorae,ZOI,,4,16.28,25,40,32.5,spherical,12,-38,water,25,60,AgNO3,4,,,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,10.1016/j.heliyon.2022.e10010,154,Heliyon,Elsevier BV,2022,Biosynthesis and antibacterial activity of silver nanoparticles using Flos Sophorae Immaturus extract,TRUE,TRUE,gold,154_1-s2.0-S2405844022012981-main.pdf,1
3276,Ag,0,Staphylococcus aureus,0,,Biosynthesis using Flos Sophorae,ZOI,,4,16.28,25,40,32.5,spherical,12,-38,water,25,60,AgNO3,4,,,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,10.1016/j.heliyon.2022.e10010,154,Heliyon,Elsevier BV,2022,Biosynthesis and antibacterial activity of silver nanoparticles using Flos Sophorae Immaturus extract,TRUE,TRUE,gold,154_1-s2.0-S2405844022012981-main.pdf,1
3277,Ag,0,Pseudomonas aeruginosa,0,,Biosynthesis using Flos Sophorae,ZOI,,4,14.42,25,40,32.5,spherical,12,-38,water,25,60,AgNO3,4,,,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,10.1016/j.heliyon.2022.e10010,154,Heliyon,Elsevier BV,2022,Biosynthesis and antibacterial activity of silver nanoparticles using Flos Sophorae Immaturus extract,TRUE,TRUE,gold,154_1-s2.0-S2405844022012981-main.pdf,1
3278,Ag,0,Escherichia coli,0,,Biosynthesis using Flos Sophorae,ZOI,,8,15.56,25,40,32.5,spherical,12,-38,water,25,60,AgNO3,4,,,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,10.1016/j.heliyon.2022.e10010,154,Heliyon,Elsevier BV,2022,Biosynthesis and antibacterial activity of silver nanoparticles using Flos Sophorae Immaturus extract,TRUE,TRUE,gold,154_1-s2.0-S2405844022012981-main.pdf,1
3279,Ag,0,Staphylococcus aureus,0,,Biosynthesis using Flos Sophorae,ZOI,,8,13.82,25,40,32.5,spherical,12,-38,water,25,60,AgNO3,4,,,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,10.1016/j.heliyon.2022.e10010,154,Heliyon,Elsevier BV,2022,Biosynthesis and antibacterial activity of silver nanoparticles using Flos Sophorae Immaturus extract,TRUE,TRUE,gold,154_1-s2.0-S2405844022012981-main.pdf,1
3280,Ag,0,Pseudomonas aeruginosa,0,,Biosynthesis using Flos Sophorae,ZOI,,8,12.98,25,40,32.5,spherical,12,-38,water,25,60,AgNO3,4,,,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,10.1016/j.heliyon.2022.e10010,154,Heliyon,Elsevier BV,2022,Biosynthesis and antibacterial activity of silver nanoparticles using Flos Sophorae Immaturus extract,TRUE,TRUE,gold,154_1-s2.0-S2405844022012981-main.pdf,1
3281,Ag,0,Escherichia coli,0,,Biosynthesis using Flos Sophorae,ZOI,,12,15.42,25,40,32.5,spherical,12,-38,water,25,60,AgNO3,4,,,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,10.1016/j.heliyon.2022.e10010,154,Heliyon,Elsevier BV,2022,Biosynthesis and antibacterial activity of silver nanoparticles using Flos Sophorae Immaturus extract,TRUE,TRUE,gold,154_1-s2.0-S2405844022012981-main.pdf,1
3282,Ag,0,Staphylococcus aureus,0,,Biosynthesis using Flos Sophorae,ZOI,,12,13.44,25,40,32.5,spherical,12,-38,water,25,60,AgNO3,4,,,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,10.1016/j.heliyon.2022.e10010,154,Heliyon,Elsevier BV,2022,Biosynthesis and antibacterial activity of silver nanoparticles using Flos Sophorae Immaturus extract,TRUE,TRUE,gold,154_1-s2.0-S2405844022012981-main.pdf,1
3283,Ag,0,Pseudomonas aeruginosa,0,,Biosynthesis using Flos Sophorae,ZOI,,12,13.06,25,40,32.5,spherical,12,-38,water,25,60,AgNO3,4,,,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,10.1016/j.heliyon.2022.e10010,154,Heliyon,Elsevier BV,2022,Biosynthesis and antibacterial activity of silver nanoparticles using Flos Sophorae Immaturus extract,TRUE,TRUE,gold,154_1-s2.0-S2405844022012981-main.pdf,1
3284,Ag,0,Escherichia coli,0,,Biosynthesis using Flos Sophorae,ZOI,,16,14.06,25,40,32.5,spherical,12,-38,water,25,60,AgNO3,4,,,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,10.1016/j.heliyon.2022.e10010,154,Heliyon,Elsevier BV,2022,Biosynthesis and antibacterial activity of silver nanoparticles using Flos Sophorae Immaturus extract,TRUE,TRUE,gold,154_1-s2.0-S2405844022012981-main.pdf,1
3285,Ag,0,Staphylococcus aureus,0,,Biosynthesis using Flos Sophorae,ZOI,,16,12.28,25,40,32.5,spherical,12,-38,water,25,60,AgNO3,4,,,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,10.1016/j.heliyon.2022.e10010,154,Heliyon,Elsevier BV,2022,Biosynthesis and antibacterial activity of silver nanoparticles using Flos Sophorae Immaturus extract,TRUE,TRUE,gold,154_1-s2.0-S2405844022012981-main.pdf,1
3286,Ag,0,Pseudomonas aeruginosa,0,,Biosynthesis using Flos Sophorae,ZOI,,16,12.76,25,40,32.5,spherical,12,-38,water,25,60,AgNO3,4,,,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,10.1016/j.heliyon.2022.e10010,154,Heliyon,Elsevier BV,2022,Biosynthesis and antibacterial activity of silver nanoparticles using Flos Sophorae Immaturus extract,TRUE,TRUE,gold,154_1-s2.0-S2405844022012981-main.pdf,1
