sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
5239,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,CytoToxOne,LDH activity assay kit,94.47964,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5240,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,CytoToxOne,LDH activity assay kit,89.04977,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5241,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,CytoToxOne,LDH activity assay kit,89.04977,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5242,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,CytoToxOne,LDH activity assay kit,66.78733,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5243,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,CellTiterGlo,,87.9638,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5244,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,CellTiterGlo,,79.81901,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5245,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,CellTiterGlo,,70.58823,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5246,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,CellTiterGlo,,51.58371,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5247,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,CellTiterGlo,,29.86425,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5248,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,CellTiterGlo,,17.91855,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5249,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,,Trypan Blue,99.41581,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5250,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,,Trypan Blue,100.1718,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5251,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,,Trypan Blue,97.52577,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5252,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,,Trypan Blue,97.90378,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5253,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,,Trypan Blue,98.28178,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5254,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,,Trypan Blue,97.52577,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5255,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,,Trypan Blue,91.09966,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5256,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,CellTiterGlo,luciferase,95.20689,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5257,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,CellTiterGlo,luciferase,90.65517,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5258,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,CellTiterGlo,luciferase,88,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5259,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,CellTiterGlo,luciferase,84.58621,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5260,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,CellTiterGlo,luciferase,79.65517,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5261,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,CellTiterGlo,luciferase,78.51724,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5262,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,72,,CellTiterGlo,luciferase,96.15646,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5263,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,72,,CellTiterGlo,luciferase,93.53742,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5264,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,72,,CellTiterGlo,luciferase,86.42857,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5265,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,72,,CellTiterGlo,luciferase,79.31973,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5266,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,72,,CellTiterGlo,luciferase,68.46939,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5267,Co3O4,,,,,,,,H,Human,Lung,Epithelial,A,72,,CellTiterGlo,luciferase,44.14966,10.1016/j.tiv.2013.04.008,152,,200,,BEAS-2B,Toxicology in Vitro,Elsevier BV,2013,In vitro assessment of cobalt oxide particle toxicity: Identifying and circumventing interference,FALSE,FALSE,closed,152_darolles2013.pdf,0
5268,CdO,,,,,,,,A,Mouse,Brain,Neuronal,A,24,,MTT,tetrazolium salt,14.60621,10.1021/jp066387v,153,,179.3,,Neuro-2a,The Journal of Physical Chemistry B,American Chemical Society (ACS),2006,Are Diamond Nanoparticles Cytotoxic?,FALSE,FALSE,closed,153_schrand2007.pdf,0
5269,CdO,,,,,,,,A,Mouse,Brain,Neuronal,A,24,,MTT,tetrazolium salt,13.74702,10.1021/jp066387v,153,,179.3,,Neuro-2a,The Journal of Physical Chemistry B,American Chemical Society (ACS),2006,Are Diamond Nanoparticles Cytotoxic?,FALSE,FALSE,closed,153_schrand2007.pdf,0
5270,CdO,,,,,,,,A,Mouse,Brain,Neuronal,A,24,,MTT,tetrazolium salt,2.577566,10.1021/jp066387v,153,,179.3,,Neuro-2a,The Journal of Physical Chemistry B,American Chemical Society (ACS),2006,Are Diamond Nanoparticles Cytotoxic?,FALSE,FALSE,closed,153_schrand2007.pdf,0
5271,CdO,,,,,,,,A,Mouse,Brain,Neuronal,A,24,,MTT,tetrazolium salt,2.577566,10.1021/jp066387v,153,,179.3,,Neuro-2a,The Journal of Physical Chemistry B,American Chemical Society (ACS),2006,Are Diamond Nanoparticles Cytotoxic?,FALSE,FALSE,closed,153_schrand2007.pdf,0
5272,CdO,,,,,,,,A,Mouse,Brain,Neuronal,A,24,,MTT,tetrazolium salt,1.145585,10.1021/jp066387v,153,,179.3,,Neuro-2a,The Journal of Physical Chemistry B,American Chemical Society (ACS),2006,Are Diamond Nanoparticles Cytotoxic?,FALSE,FALSE,closed,153_schrand2007.pdf,0
5273,MnO,,PEG,,,,,,A,Human,,Endothelial,A,24,,ATPLite,,64.94846,10.3762/bjnano.6.28,139,,24,,HMEC-1,Beilstein Journal of Nanotechnology,Beilstein Institut,2015,Comparative evaluation of the impact on endothelial cells induced by different nanoparticle structures and functionalization,TRUE,TRUE,gold,139_landgraf2015.pdf,1
5274,MnO,,PEG,,,,,,A,Human,,Endothelial,A,72,,ATPLite,,7,10.3762/bjnano.6.28,139,,24,,HMEC-1,Beilstein Journal of Nanotechnology,Beilstein Institut,2015,Comparative evaluation of the impact on endothelial cells induced by different nanoparticle structures and functionalization,TRUE,TRUE,gold,139_landgraf2015.pdf,1
5275,MnO,,PEG-NH2,,,,,,A,Human,,Endothelial,A,24,,ATPLite,,62.7835,10.3762/bjnano.6.28,139,,24,,HMEC-1,Beilstein Journal of Nanotechnology,Beilstein Institut,2015,Comparative evaluation of the impact on endothelial cells induced by different nanoparticle structures and functionalization,TRUE,TRUE,gold,139_landgraf2015.pdf,1
5276,MnO,,PEG-NH2,,,,,,A,Human,,Endothelial,A,72,,ATPLite,,2.8,10.3762/bjnano.6.28,139,,24,,HMEC-1,Beilstein Journal of Nanotechnology,Beilstein Institut,2015,Comparative evaluation of the impact on endothelial cells induced by different nanoparticle structures and functionalization,TRUE,TRUE,gold,139_landgraf2015.pdf,1
5277,MnO,,,,,,,,A,Human,,Endothelial,A,24,,ATPLite,,94.58823,10.3762/bjnano.6.28,139,,10,,HMEC-1,Beilstein Journal of Nanotechnology,Beilstein Institut,2015,Comparative evaluation of the impact on endothelial cells induced by different nanoparticle structures and functionalization,TRUE,TRUE,gold,139_landgraf2015.pdf,1
5278,MnO,,,,,,,,A,Human,,Endothelial,A,24,,ATPLite,,82.58823,10.3762/bjnano.6.28,139,,10,,HMEC-1,Beilstein Journal of Nanotechnology,Beilstein Institut,2015,Comparative evaluation of the impact on endothelial cells induced by different nanoparticle structures and functionalization,TRUE,TRUE,gold,139_landgraf2015.pdf,1
5279,MnO,,,,,,,,A,Human,,Endothelial,A,24,,ATPLite,,89.64706,10.3762/bjnano.6.28,139,,10,,HMEC-1,Beilstein Journal of Nanotechnology,Beilstein Institut,2015,Comparative evaluation of the impact on endothelial cells induced by different nanoparticle structures and functionalization,TRUE,TRUE,gold,139_landgraf2015.pdf,1
5280,MnO,,,,,,,,A,Human,,Endothelial,A,24,,ATPLite,,79.76471,10.3762/bjnano.6.28,139,,10,,HMEC-1,Beilstein Journal of Nanotechnology,Beilstein Institut,2015,Comparative evaluation of the impact on endothelial cells induced by different nanoparticle structures and functionalization,TRUE,TRUE,gold,139_landgraf2015.pdf,1
5281,MnO,,,,,,,,A,Human,,Endothelial,A,24,,ATPLite,,43.76471,10.3762/bjnano.6.28,139,,10,,HMEC-1,Beilstein Journal of Nanotechnology,Beilstein Institut,2015,Comparative evaluation of the impact on endothelial cells induced by different nanoparticle structures and functionalization,TRUE,TRUE,gold,139_landgraf2015.pdf,1
5282,MnO,,,,,,,,A,Human,,Endothelial,A,24,,ATPLite,,89.64706,10.3762/bjnano.6.28,139,,24,,HMEC-1,Beilstein Journal of Nanotechnology,Beilstein Institut,2015,Comparative evaluation of the impact on endothelial cells induced by different nanoparticle structures and functionalization,TRUE,TRUE,gold,139_landgraf2015.pdf,1
5283,MnO,,,,,,,,A,Human,,Endothelial,A,24,,ATPLite,,93.17647,10.3762/bjnano.6.28,139,,24,,HMEC-1,Beilstein Journal of Nanotechnology,Beilstein Institut,2015,Comparative evaluation of the impact on endothelial cells induced by different nanoparticle structures and functionalization,TRUE,TRUE,gold,139_landgraf2015.pdf,1
5284,MnO,,,,,,,,A,Human,,Endothelial,A,24,,ATPLite,,67.76471,10.3762/bjnano.6.28,139,,24,,HMEC-1,Beilstein Journal of Nanotechnology,Beilstein Institut,2015,Comparative evaluation of the impact on endothelial cells induced by different nanoparticle structures and functionalization,TRUE,TRUE,gold,139_landgraf2015.pdf,1
5285,MnO,,,,,,,,A,Human,,Endothelial,A,24,,ATPLite,,50.11765,10.3762/bjnano.6.28,139,,24,,HMEC-1,Beilstein Journal of Nanotechnology,Beilstein Institut,2015,Comparative evaluation of the impact on endothelial cells induced by different nanoparticle structures and functionalization,TRUE,TRUE,gold,139_landgraf2015.pdf,1
5286,MnO,,,,,,,,A,Human,,Endothelial,A,24,,ATPLite,,2.117647,10.3762/bjnano.6.28,139,,24,,HMEC-1,Beilstein Journal of Nanotechnology,Beilstein Institut,2015,Comparative evaluation of the impact on endothelial cells induced by different nanoparticle structures and functionalization,TRUE,TRUE,gold,139_landgraf2015.pdf,1
5287,MnO,,,,,,,,H,Human,Lung,Epithelial,A,48,,Live/Dead,"Calcein AM, Ethidium homodimer-1",32.53112,10.1007/s00449-009-0354-5,143,,14,,A549,Bioprocess and Biosystems Engineering,Springer Science and Business Media LLC,2009,In vitro cytotoxicity screening of water-dispersible metal oxide nanoparticles in human cell lines,FALSE,FALSE,closed,143_choi2009.pdf,0
5288,MnO,,,,,,,,H,Human,Breast,Epithelial,A,48,,Live/Dead,"Calcein AM, Ethidium homodimer-1",60.41494,10.1007/s00449-009-0354-5,143,,14,,MCF7,Bioprocess and Biosystems Engineering,Springer Science and Business Media LLC,2009,In vitro cytotoxicity screening of water-dispersible metal oxide nanoparticles in human cell lines,FALSE,FALSE,closed,143_choi2009.pdf,0
5289,MnO,,,,,,,,H,Human,Brain,Fibroblast,A,48,,Live/Dead,"Calcein AM, Ethidium homodimer-1",29.87552,10.1007/s00449-009-0354-5,143,,14,,T98G,Bioprocess and Biosystems Engineering,Springer Science and Business Media LLC,2009,In vitro cytotoxicity screening of water-dispersible metal oxide nanoparticles in human cell lines,FALSE,FALSE,closed,143_choi2009.pdf,0
5290,MnO,,,,,,,,H,Human,Lung,Epithelial,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",77.44945,10.1007/s00449-009-0354-5,143,,14,,A549,Bioprocess and Biosystems Engineering,Springer Science and Business Media LLC,2009,In vitro cytotoxicity screening of water-dispersible metal oxide nanoparticles in human cell lines,FALSE,FALSE,closed,143_choi2009.pdf,0
5291,MnO,,,,,,,,H,Human,Breast,Epithelial,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",78.98499,10.1007/s00449-009-0354-5,143,,14,,MCF7,Bioprocess and Biosystems Engineering,Springer Science and Business Media LLC,2009,In vitro cytotoxicity screening of water-dispersible metal oxide nanoparticles in human cell lines,FALSE,FALSE,closed,143_choi2009.pdf,0
5292,MnO,,,,,,,,H,Human,Brain,Fibroblast,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",99.18919,10.1007/s00449-009-0354-5,143,,14,,T98G,Bioprocess and Biosystems Engineering,Springer Science and Business Media LLC,2009,In vitro cytotoxicity screening of water-dispersible metal oxide nanoparticles in human cell lines,FALSE,FALSE,closed,143_choi2009.pdf,0
5293,Bi,,,,,,,,H,Human,,,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",97.05882,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
5294,Bi,,,,,,,,H,Human,,,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",85.88236,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
5295,Bi,,,,,,,,H,Human,,,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",55.88236,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
5296,Bi,,,,,,,,H,Human,,,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",98.83041,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
5297,Bi,,,,,,,,H,Human,,,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",87.13451,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
5298,Bi,,,,,,,,H,Human,,,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",71.34503,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
5299,Bi,,,,,,,,H,Human,,,A,24,,MTT,tetrazolium salt,95.54656,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
5300,Bi,,,,,,,,H,Human,,,A,24,,MTT,tetrazolium salt,87.04453,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
5301,Bi,,,,,,,,H,Human,,,A,24,,MTT,tetrazolium salt,54.25101,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
5302,Bi,,,,,,,,H,Human,,,A,24,,MTT,tetrazolium salt,96.76113,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
5303,Bi,,,,,,,,H,Human,,,A,24,,MTT,tetrazolium salt,93.11741,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
5304,Bi,,,,,,,,H,Human,,,A,24,,MTT,tetrazolium salt,68.0162,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
5305,Bi,,,,,,,,H,Human,,,A,12,,Live/Dead,"Calcein AM, Ethidium homodimer-1",90.95965,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
5306,Bi,,,,,,,,H,Human,,,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",75.72383,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
